CustomerID,Recency,Frequency,Monetary,Segment,Cluster_Name
13211,10,3,1197.42,Loyal Customers,Regular
13212,20,3,788.08,Loyal Customers,Regular
13213,57,5,1520.58,Loyal Customers,
13216,268,1,333.74,Lost,Churned
13217,122,3,533.98,At Risk,
13218,127,1,62.63999999999999,Lost,Churned
13220,78,4,819.2900000000001,At Risk,
13221,240,2,847.41,Cant Lose Them,Churned
13223,200,2,163.20000000000002,Lost,Churned
13224,60,2,2155.95,Others,
13225,3,7,6463.84,Champions,Frequent Buyers
13226,273,1,108.21000000000001,Lost,Churned
13227,202,1,257.7,Lost,Churned
13228,81,1,358.0,Lost,Churned
13229,226,1,160.95,Lost,Churned
13230,4,14,2806.97,Champions,Frequent Buyers
13232,13,7,1357.6,Champions,Frequent Buyers
13233,74,2,605.12,Cant Lose Them,Churned
13235,212,1,1031.07,Cant Lose Them,Churned
13236,25,2,744.85,New Customers,Regular
13238,17,4,700.73,Loyal Customers,Regular
13239,262,1,329.56,Lost,Churned
13240,96,4,663.65,At Risk,
13242,112,3,270.40000000000003,Others,Churned
13243,203,1,600.07,Cant Lose Them,Churned
13244,93,1,121.74000000000001,Lost,Churned
13245,51,1,430.5,Others,Churned
13246,18,6,1987.3,Champions,
13247,18,4,501.12,Loyal Customers,Regular
13248,125,2,465.68,Lost,Churned
13249,92,3,711.41,At Risk,
13253,157,2,1030.4,Cant Lose Them,
13255,9,2,399.51,New Customers,Regular
13258,12,3,698.58,Loyal Customers,Regular
13259,62,1,292.32,Others,Churned
13260,61,1,557.62,Others,Churned
13261,269,2,944.1,Cant Lose Them,Churned
13262,263,1,200.29,Lost,Churned
13263,1,35,7454.07,Champions,Frequent Buyers
13265,53,5,2107.66,Loyal Customers,
13266,11,12,3834.2599999999998,Champions,Frequent Buyers
13267,3,19,4521.49,Champions,Frequent Buyers
13268,18,11,3214.69,Champions,Frequent Buyers
13269,1,15,5346.2300000000005,Champions,Frequent Buyers
13270,366,1,590.0,Cant Lose Them,Churned
13271,37,1,217.38,Others,Churned
13272,31,2,276.56,New Customers,Regular
13273,113,1,138.98,Lost,Churned
13276,64,2,590.9300000000001,Others,
13277,16,4,258.4,Potential Loyalists,Regular
13278,41,1,542.73,Others,Regular
13279,78,1,137.75,Lost,Churned
13280,122,3,814.86,At Risk,
13282,18,3,1132.14,Loyal Customers,
13283,60,2,93.66,Others,Churned
13284,331,1,201.19,Lost,Churned
13285,23,4,2709.12,Champions,
13291,156,1,361.11,Lost,Churned
13292,39,2,578.9399999999999,Others,Regular
13294,190,2,873.74,Cant Lose Them,Churned
13295,360,1,201.20000000000002,Lost,Churned
13296,137,1,87.4,Lost,Churned
13297,8,4,2089.85,Champions,Frequent Buyers
13298,1,1,360.0,New Customers,Regular
13299,268,1,142.5,Lost,Churned
13300,169,1,371.89,Lost,Churned
13301,104,4,618.09,At Risk,
13302,155,1,63.75,Lost,Churned
13304,351,1,300.42,Lost,Churned
13305,4,10,2000.86,Champions,Frequent Buyers
13307,120,1,15.0,Lost,Churned
13308,23,3,1385.51,Loyal Customers,
13309,7,5,1456.79,Champions,Frequent Buyers
13310,28,3,1132.03,Loyal Customers,
13311,4,2,598.57,New Customers,Regular
13313,22,5,1555.32,Champions,
13314,2,3,775.94,Loyal Customers,Regular
13316,37,4,5977.7300000000005,Loyal Customers,
13317,66,6,2273.68,Loyal Customers,
13318,1,3,640.76,Loyal Customers,Regular
13319,5,26,10845.550000000001,Champions,Frequent Buyers
13320,78,4,1548.7,At Risk,
13321,72,2,567.36,Others,Churned
13322,17,1,199.48000000000002,New Customers,Regular
13323,3,5,787.85,Loyal Customers,Regular
13324,36,10,7121.95,Loyal Customers,Frequent Buyers
13325,82,1,675.3,Cant Lose Them,Churned
13327,39,8,3627.77,Loyal Customers,Frequent Buyers
13328,316,1,1308.48,Cant Lose Them,Churned
13329,32,2,789.0,New Customers,Regular
13330,93,3,1140.93,At Risk,
13332,14,1,350.9,New Customers,Regular
13334,82,3,3536.82,At Risk,
13336,77,1,795.12,Cant Lose Them,Churned
13338,158,1,487.02,Lost,Churned
13339,201,1,860.12,Cant Lose Them,Churned
13340,45,7,10736.48,Loyal Customers,Frequent Buyers
13341,261,1,775.85,Cant Lose Them,Churned
13343,178,1,353.43,Lost,Churned
13344,68,3,2543.72,Loyal Customers,
13345,288,1,389.5,Lost,Churned
13347,70,1,341.36,Others,Churned
13348,64,1,233.76,Others,Churned
13349,11,1,247.32,New Customers,Regular
13350,16,2,979.12,New Customers,Regular
13351,66,1,373.94,Others,Churned
13352,60,1,397.97999999999996,Others,Churned
13354,71,1,743.53,Others,Churned
13355,122,1,674.7,Cant Lose Them,Churned
13356,80,1,768.24,Cant Lose Them,Churned
13357,257,1,609.95,Cant Lose Them,Churned
13358,269,1,439.03,Lost,Churned
13359,64,1,439.56,Others,Churned
13362,9,4,3090.7400000000002,Champions,Frequent Buyers
13363,18,2,992.5,New Customers,Regular
13364,71,1,134.95999999999998,Others,Churned
13365,34,2,2225.37,Others,
13366,50,1,56.160000000000004,Others,Churned
13368,257,2,623.4,Cant Lose Them,Churned
13369,366,1,308.28000000000003,Lost,Churned
13370,372,1,754.87,Cant Lose Them,Churned
13372,90,1,378.64,Lost,Churned
13373,61,3,3312.25,Loyal Customers,
13375,89,1,778.65,Cant Lose Them,Churned
13376,99,3,1019.76,At Risk,
13379,26,3,572.56,Loyal Customers,Regular
13381,32,6,3639.31,Champions,
13382,281,1,222.99,Lost,Churned
13384,31,7,4151.93,Champions,Frequent Buyers
13385,330,1,534.57,Cant Lose Them,Churned
13388,131,2,677.1,Cant Lose Them,Churned
13389,11,3,797.96,Loyal Customers,Regular
13390,75,1,544.08,Cant Lose Them,Churned
13391,204,1,59.8,Lost,Churned
13394,2,8,2520.02,Champions,Frequent Buyers
13395,185,1,307.72,Lost,Churned
13396,29,2,1360.99,New Customers,
13397,73,5,1544.13,At Risk,
13398,192,1,457.34,Lost,Churned
13402,127,2,621.23,Cant Lose Them,Churned
13403,18,1,75.0,New Customers,Regular
13404,1,2,252.49,New Customers,Regular
13405,74,3,572.451,At Risk,
13408,2,62,28117.04,Champions,Frequent Buyers
13410,24,5,1003.06,Champions,
13411,107,1,213.55,Lost,Churned
13414,134,3,1390.5,At Risk,
13416,44,2,712.5,Others,
13417,5,2,640.83,New Customers,Regular
13418,12,18,6127.43,Champions,Frequent Buyers
13419,64,1,221.06,Others,Churned
13420,150,2,159.85,Lost,Churned
13421,40,2,1851.08,Others,
13422,64,1,2626.3,Others,
13425,108,3,1624.21,At Risk,
13426,1,10,3641.32,Champions,Frequent Buyers
13427,19,3,582.6,Loyal Customers,Regular
13428,10,1,218.47,New Customers,Regular
13429,11,4,1006.8,Champions,Regular
13430,19,2,679.45,New Customers,Regular
13431,67,2,1269.1,Others,
13434,74,2,534.24,Cant Lose Them,Churned
13435,5,7,3809.8900000000003,Champions,Frequent Buyers
13436,2,1,196.89,New Customers,Regular
13437,14,7,3408.06,Champions,Frequent Buyers
13439,255,1,283.71,Lost,Churned
13441,92,1,296.64,Lost,Churned
13447,23,3,1129.14,Loyal Customers,
13448,17,6,3539.37,Champions,Frequent Buyers
13449,24,1,291.88,New Customers,Regular
13450,27,6,2043.7199999999998,Champions,
13451,26,5,2976.15,Champions,
13452,259,2,590.0,Cant Lose Them,Churned
13453,166,2,356.97999999999996,Lost,Churned
13455,25,2,1058.34,New Customers,Regular
13456,18,6,1766.72,Champions,
13458,7,14,9646.57,Champions,Frequent Buyers
13460,29,2,183.44,New Customers,Regular
13461,39,3,1445.0,Loyal Customers,
13462,253,1,151.5,Lost,Churned
13464,58,1,674.68,Others,Churned
13466,184,1,307.9,Lost,Churned
13467,11,2,1083.71,New Customers,Regular
13468,2,37,5704.97,Champions,Frequent Buyers
13470,99,2,165.0,Lost,Churned
13471,1,4,2531.58,Champions,Frequent Buyers
13473,61,2,422.64,Others,Churned
13474,236,1,229.59,Lost,Churned
13475,191,4,1431.78,At Risk,
13476,179,2,1238.47,Cant Lose Them,
13477,38,6,1454.58,Loyal Customers,
13479,201,2,300.95,Lost,Churned
13481,46,5,1804.56,Loyal Customers,
13482,232,1,184.64,Lost,Churned
13483,66,1,140.34,Others,Churned
13484,241,1,313.8,Lost,Churned
13485,233,1,454.24,Lost,Churned
13486,78,3,1122.41,At Risk,
13487,58,3,575.4,Loyal Customers,
13488,17,13,8968.31,Champions,Frequent Buyers
13489,105,4,449.52,Others,
13491,52,10,1215.82,Loyal Customers,
13492,136,3,1269.84,At Risk,
13493,275,2,618.63,Cant Lose Them,Churned
13494,312,1,316.26000000000005,Lost,Churned
13495,8,5,2044.8700000000001,Champions,Frequent Buyers
13496,11,2,653.33,New Customers,Regular
13497,283,2,348.05,Lost,Churned
13499,18,5,1159.11,Champions,
13500,23,3,1166.77,Loyal Customers,
13501,288,1,1340.32,Cant Lose Them,Churned
13502,17,3,292.0,Potential Loyalists,Regular
13503,71,1,216.85,Others,Churned
13504,64,1,295.93,Others,Churned
13505,73,4,4393.63,At Risk,
13506,316,2,458.52,Lost,Churned
13507,3,4,2479.16,Champions,Frequent Buyers
13508,244,1,110.97,Lost,Churned
13509,9,7,979.72,Champions,Frequent Buyers
13510,1,4,1791.56,Champions,Frequent Buyers
13512,261,1,251.21,Lost,Churned
13513,127,1,205.1,Lost,Churned
13514,74,1,152.20000000000002,Lost,Churned
13515,73,4,891.12,At Risk,
13516,21,3,1389.41,Loyal Customers,
13517,60,3,2128.42,Loyal Customers,
13518,86,1,659.4399999999999,Cant Lose Them,Churned
13519,78,1,122.75,Lost,Churned
13520,59,6,3624.35,Loyal Customers,
13521,1,3,1093.65,Loyal Customers,Regular
13522,30,1,125.80000000000001,New Customers,Regular
13523,33,5,3964.88,Champions,
13524,41,5,680.1800000000001,Loyal Customers,
13525,15,2,628.78,New Customers,Regular
13527,34,7,2287.51,Loyal Customers,
13529,79,2,307.76,Lost,Churned
13531,205,2,483.8,Lost,Churned
13532,34,1,210.31,Others,Regular
13533,183,3,270.79,Others,Churned
13534,2,25,5870.08,Champions,Frequent Buyers
13536,1,7,3448.29,Champions,Frequent Buyers
13538,43,7,1280.85,Loyal Customers,
13539,86,3,631.34,At Risk,
13544,40,2,291.41,Others,Regular
13546,12,3,626.99,Loyal Customers,Regular
13548,96,2,682.41,Cant Lose Them,Churned
13549,26,7,918.2,Loyal Customers,
13551,319,1,91.80000000000001,Lost,Churned
13552,66,12,3740.07,Loyal Customers,Frequent Buyers
13555,74,4,4149.28,At Risk,
13557,28,2,584.06,New Customers,Regular
13558,6,4,605.06,Loyal Customers,Regular
13560,7,1,174.37,New Customers,Regular
13561,216,1,141.85999999999999,Lost,Churned
13562,82,3,1799.33,At Risk,
13563,84,2,777.53,Cant Lose Them,
13564,144,3,1749.02,At Risk,
13565,19,2,240.22,New Customers,Regular
13566,41,2,874.71,Others,
13568,173,1,192.85,Lost,Churned
13569,17,2,373.75,New Customers,Regular
13570,243,1,239.49,Lost,Churned
13571,13,12,2092.32,Champions,Frequent Buyers
13572,206,1,1384.25,Cant Lose Them,Churned
13573,50,2,294.4,Others,Churned
13575,23,5,732.0699999999999,Loyal Customers,
13576,10,18,6717.34,Champions,Frequent Buyers
13577,25,4,1687.6000000000001,Champions,
13579,15,2,467.04,New Customers,Regular
13581,309,1,118.0,Lost,Churned
13583,156,1,781.03,Cant Lose Them,Churned
13584,307,1,142.4,Lost,Churned
13587,64,1,712.4,Others,Churned
13588,16,9,2478.95,Champions,Frequent Buyers
13589,15,2,379.65,New Customers,Regular
13590,11,6,1981.92,Champions,Frequent Buyers
13591,65,3,1117.13,Loyal Customers,
13592,36,4,247.95999999999998,Potential Loyalists,Regular
13593,108,5,2037.0800000000002,At Risk,
13594,53,1,396.97,Others,Churned
13596,6,2,697.04,New Customers,Regular
13598,47,1,180.17000000000002,Others,Churned
13599,1,21,5153.67,Champions,Frequent Buyers
13600,312,1,219.52,Lost,Churned
13601,45,2,693.32,Others,
13602,65,1,428.89,Others,Churned
13603,26,1,164.34,New Customers,Regular
13606,29,3,280.53999999999996,Potential Loyalists,Regular
13607,40,1,678.01,Others,Regular
13610,12,7,1131.88,Champions,Frequent Buyers
13611,89,3,1171.8,At Risk,
13614,24,4,1610.46,Champions,
13615,319,1,417.69,Lost,Churned
13617,40,3,544.18,Loyal Customers,
13618,174,1,177.34,Lost,Churned
13621,117,1,213.85,Lost,Churned
13623,31,5,747.78,Loyal Customers,
13626,253,1,257.23,Lost,Churned
13627,59,5,1638.47,Loyal Customers,
13629,23,11,7792.36,Champions,Frequent Buyers
13630,5,7,2031.78,Champions,Frequent Buyers
13631,100,11,3070.42,At Risk,
13632,25,5,2121.27,Champions,
13634,33,5,1575.16,Champions,
13635,68,1,1071.03,Others,Churned
13636,37,5,949.12,Loyal Customers,
13637,52,3,810.5,Loyal Customers,
13638,16,1,122.64,New Customers,Regular
13639,74,1,1033.34,Cant Lose Them,Churned
13642,216,1,354.8,Lost,Churned
13643,31,3,519.44,Loyal Customers,Regular
13644,16,4,2624.26,Champions,
13645,120,1,252.1,Lost,Churned
13647,10,4,1678.1200000000001,Champions,
13649,257,2,346.6,Lost,Churned
13650,17,6,1836.34,Champions,
13651,35,2,94.2,Others,Regular
13652,46,3,1095.08,Loyal Customers,
13654,43,6,2707.33,Loyal Customers,
13655,114,2,932.97,Cant Lose Them,
13656,165,2,379.65,Lost,Churned
13657,11,2,382.14,New Customers,Regular
13658,10,5,2639.17,Champions,Frequent Buyers
13659,206,2,1573.2,Cant Lose Them,
13662,86,3,897.76,At Risk,
13663,179,1,189.47,Lost,Churned
13666,60,3,84.65,Potential Loyalists,Churned
13667,149,1,305.02,Lost,Churned
13668,3,21,6363.59,Champions,Frequent Buyers
13669,51,2,218.55,Others,Churned
13670,75,1,349.7,Lost,Churned
13672,301,2,186.39000000000001,Lost,Churned
13673,19,2,396.92,New Customers,Regular
13675,151,2,486.82000000000005,Lost,Churned
13678,152,1,232.6,Lost,Churned
13680,1,4,3722.42,Champions,Frequent Buyers
13681,18,4,827.83,Loyal Customers,
13682,187,1,59.5,Lost,Churned
13684,286,1,67.23,Lost,Churned
13685,3,7,3119.44,Champions,Frequent Buyers
13686,183,1,72.0,Lost,Churned
13689,63,1,910.0,Others,Churned
13690,59,1,172.25,Others,Churned
13692,25,3,1488.32,Loyal Customers,
13694,4,50,65039.62,Champions,Frequent Buyers
13695,31,15,2504.13,Champions,Frequent Buyers
13697,39,1,151.29999999999998,Others,Churned
13699,155,1,308.58000000000004,Lost,Churned
13700,26,10,2265.12,Champions,Frequent Buyers
13703,318,1,99.5,Lost,Churned
13704,5,9,2308.06,Champions,Frequent Buyers
13705,8,3,711.86,Loyal Customers,Regular
13706,303,1,330.79,Lost,Churned
13707,267,2,806.41,Cant Lose Them,Churned
13708,271,1,296.88,Lost,Churned
13709,4,13,6328.05,Champions,Frequent Buyers
13710,32,1,180.48,New Customers,Regular
13711,219,2,252.06,Lost,Churned
13712,247,1,228.84,Lost,Churned
13715,281,5,1079.34,At Risk,
13716,269,1,138.28,Lost,Churned
13717,32,6,1445.01,Champions,
13718,246,2,306.55,Lost,Churned
13719,15,5,1041.68,Champions,
13720,117,4,799.9,At Risk,
13721,36,1,524.14,Others,Regular
13722,132,3,2375.41,At Risk,
13723,217,1,199.85000000000002,Lost,Churned
13725,50,8,1980.56,Loyal Customers,
13726,39,2,1079.6599999999999,Others,
13727,29,2,333.48,New Customers,Regular
13728,37,6,1016.14,Loyal Customers,
13730,136,2,752.6,Cant Lose Them,Churned
13731,219,2,610.59,Cant Lose Them,Churned
13732,28,1,491.86,New Customers,Regular
13735,25,4,2885.2400000000002,Champions,
13736,5,2,731.9,New Customers,Regular
13737,200,1,339.59999999999997,Lost,Churned
13739,18,1,216.9,New Customers,Regular
13740,241,1,350.75,Lost,Churned
13741,72,3,668.4300000000001,Loyal Customers,
13742,17,12,3131.02,Champions,Frequent Buyers
13743,3,7,1341.6,Champions,Frequent Buyers
13744,95,2,1156.36,Cant Lose Them,
13745,162,1,300.04,Lost,Churned
13747,374,1,79.6,Lost,Churned
13748,96,5,948.25,At Risk,
13750,54,5,1647.26,Loyal Customers,
13751,288,1,296.25,Lost,Churned
13752,124,6,1186.28,At Risk,
13753,288,1,741.26,Cant Lose Them,Churned
13754,152,2,282.59999999999997,Lost,Churned
13755,4,9,2161.35,Champions,Frequent Buyers
13756,2,14,5189.52,Champions,Frequent Buyers
13758,12,7,3190.55,Champions,Frequent Buyers
13759,33,2,659.4100000000001,New Customers,Regular
13760,54,2,286.79,Others,Churned
13761,50,2,1070.65,Others,
13762,219,1,306.72,Lost,Churned
13763,63,1,1714.96,Others,
13764,71,3,1521.76,Loyal Customers,
13767,2,37,17220.36,Champions,Frequent Buyers
13769,2,10,2796.51,Champions,Frequent Buyers
13771,64,4,2634.45,Loyal Customers,
13772,34,3,1132.13,Loyal Customers,
13774,82,1,345.0,Lost,Churned
13777,1,33,25977.16,Champions,Frequent Buyers
13778,103,1,178.7,Lost,Churned
13780,7,2,360.01,New Customers,Regular
13781,251,1,127.84,Lost,Churned
13782,13,6,912.0,Loyal Customers,
13784,10,11,2462.79,Champions,Frequent Buyers
13786,367,1,230.39999999999998,Lost,Churned
13787,76,2,309.04,Lost,Churned
13790,4,1,348.8,New Customers,Regular
13791,128,2,1516.0,Cant Lose Them,
13792,66,2,195.55,Others,Churned
13798,1,57,37153.85,Champions,Frequent Buyers
13799,117,2,688.86,Cant Lose Them,Churned
13800,310,1,558.32,Cant Lose Them,Churned
13801,67,1,324.8,Others,Churned
13802,139,3,4599.42,At Risk,
13803,255,1,277.07,Lost,Churned
13804,31,7,2635.79,Champions,
13805,52,2,924.6,Others,
13806,64,1,256.38,Others,Churned
13807,367,1,112.6,Lost,Churned
13808,6,5,1747.66,Champions,Frequent Buyers
13809,305,1,155.05,Lost,Churned
13810,29,3,1499.01,Loyal Customers,
13811,184,3,814.5,At Risk,
13812,42,3,539.0,Loyal Customers,
13813,40,4,1366.8600000000001,Loyal Customers,
13814,92,2,1579.12,Cant Lose Them,
13815,22,4,4027.36,Champions,
13816,24,2,571.6700000000001,New Customers,Regular
13817,29,2,382.98,New Customers,Regular
13819,302,3,1140.35,At Risk,
13821,145,2,385.64,Lost,Churned
13822,6,2,632.0,New Customers,Regular
13823,19,2,957.66,New Customers,Regular
13824,33,5,1698.94,Champions,
13826,176,1,189.5,Lost,Churned
13827,58,3,412.05,Potential Loyalists,
13828,22,1,209.49,New Customers,Regular
13831,16,6,2202.99,Champions,Frequent Buyers
13832,19,1,52.199999999999996,New Customers,Regular
13833,159,1,384.8,Lost,Churned
13835,25,4,834.57,Loyal Customers,
13837,212,2,271.24,Lost,Churned
13838,6,4,691.73,Loyal Customers,Regular
13841,253,1,85.0,Lost,Churned
13842,59,9,3385.62,Loyal Customers,
13844,11,1,361.62,New Customers,Regular
13845,65,1,312.98,Others,Churned
13846,25,3,865.0600000000001,Loyal Customers,
13848,92,3,1255.0,At Risk,
13849,52,2,1537.95,Others,
13850,129,1,1595.48,Cant Lose Them,
13851,96,3,2651.46,At Risk,
13853,57,1,1090.14,Others,
13854,9,25,8109.5199999999995,Champions,Frequent Buyers
13856,169,3,388.5,Others,Churned
13858,57,1,216.17,Others,Churned
13859,326,1,201.16,Lost,Churned
13860,1,5,1245.9,Champions,Frequent Buyers
13862,18,8,2209.36,Champions,Frequent Buyers
13863,248,1,305.78,Lost,Churned
13865,58,4,501.56,Loyal Customers,
13866,74,1,145.67000000000002,Lost,Churned
13867,31,3,1015.29,Loyal Customers,
13868,7,2,3192.54,New Customers,Regular
13869,123,4,3104.95,At Risk,
13870,2,8,2770.94,Champions,Frequent Buyers
13871,23,13,6403.25,Champions,Frequent Buyers
13873,120,3,389.6,Others,Churned
13874,358,1,540.45,Cant Lose Them,Churned
13875,54,5,1786.79,Loyal Customers,
13876,64,1,122.7,Others,Churned
13877,86,1,117.24,Lost,Churned
13878,55,1,1281.53,Others,
13880,21,13,3219.77,Champions,Frequent Buyers
13881,4,20,17159.52,Champions,Frequent Buyers
13882,3,5,1191.13,Champions,Frequent Buyers
13883,11,5,2674.48,Champions,Frequent Buyers
13884,7,5,787.6,Loyal Customers,Regular
13885,189,2,506.8,Cant Lose Them,Churned
13886,71,1,243.56,Others,Churned
13887,204,1,349.55,Lost,Churned
13888,120,2,605.63,Cant Lose Them,Churned
13889,93,1,416.90000000000003,Lost,Churned
13890,1,10,1883.8100000000002,Champions,Frequent Buyers
13892,27,4,632.97,Loyal Customers,
13893,298,1,821.1,Cant Lose Them,Churned
13894,24,3,564.62,Loyal Customers,Regular
13895,28,4,2593.07,Champions,
13897,50,1,311.16,Others,Churned
13898,326,1,155.93,Lost,Churned
13899,16,2,388.52,New Customers,Regular
13900,183,3,740.95,At Risk,
13901,72,5,2867.2,Loyal Customers,
13904,37,2,332.64,Others,Regular
13908,80,4,2369.55,At Risk,
13911,57,9,2580.91,Loyal Customers,
13914,12,2,626.45,New Customers,Regular
13917,50,2,272.04,Others,Churned
13918,50,2,1212.8400000000001,Others,
13919,59,2,384.81,Others,Churned
13922,352,1,172.25,Lost,Churned
13923,54,1,351.13,Others,Churned
13924,2,6,1838.8500000000001,Champions,Frequent Buyers
13925,93,4,678.25,At Risk,
13926,23,1,223.85000000000002,New Customers,Regular
13927,75,1,348.99,Lost,Churned
13928,11,4,464.57,Potential Loyalists,Regular
13929,169,2,842.65,Cant Lose Them,Churned
13930,58,2,337.34,Others,Churned
13931,96,2,1237.53,Cant Lose Them,
13932,295,1,307.4,Lost,Churned
13933,109,2,608.7900000000001,Cant Lose Them,Churned
13934,264,1,922.1,Cant Lose Them,Churned
13936,180,1,376.58,Lost,Churned
13937,169,1,158.85,Lost,Churned
13938,35,1,71.66,Others,Churned
13939,23,3,568.55,Loyal Customers,Regular
13940,17,4,839.14,Loyal Customers,Regular
13941,22,5,5112.96,Champions,Frequent Buyers
13946,79,3,561.5699999999999,At Risk,
13947,65,1,90.6,Others,Churned
13948,361,1,102.0,Lost,Churned
13949,3,6,2427.32,Champions,Frequent Buyers
13950,11,4,745.06,Loyal Customers,Regular
13951,176,3,674.45,At Risk,
13952,218,2,3251.071,Cant Lose Them,
13953,7,7,3515.68,Champions,Frequent Buyers
13954,2,2,439.92,Potential Loyalists,Regular
13955,154,2,322.96,Others,Churned
13956,5,5,1026.42,Champions,Regular
13959,79,3,598.2,At Risk,
13960,21,2,230.22,Potential Loyalists,Regular
13962,22,2,169.55,Potential Loyalists,Regular
13963,308,4,664.54,At Risk,
13967,146,1,80.7,Lost,Churned
13969,7,18,9053.94,Champions,Frequent Buyers
13971,19,8,2758.26,Champions,Frequent Buyers
13972,71,2,190.25,Potential Loyalists,Churned
13973,287,1,264.7,Lost,Churned
13974,49,1,413.59000000000003,Others,Churned
13975,31,6,2526.28,Champions,
13976,207,1,357.98,Lost,Churned
13978,15,2,196.79000000000002,Potential Loyalists,Regular
13979,73,1,869.87,Cant Lose Them,Churned
13980,60,1,200.14,Others,Churned
13982,39,4,1871.81,Loyal Customers,
13983,30,12,2603.43,Champions,Frequent Buyers
13984,27,5,920.51,Loyal Customers,
13985,4,15,7060.13,Champions,Frequent Buyers
13986,17,1,320.46,New Customers,Regular
13988,20,6,4147.96,Champions,Frequent Buyers
13989,66,2,1266.08,Loyal Customers,
13990,213,1,311.3,Lost,Churned
13991,12,6,855.97,Loyal Customers,
13992,30,1,76.8,New Customers,Churned
13993,43,9,3466.36,Loyal Customers,Frequent Buyers
13994,4,6,2313.14,Champions,Frequent Buyers
13995,15,5,1393.69,Champions,
13999,10,12,3901.81,Champions,Frequent Buyers
14000,211,1,635.66,Cant Lose Them,Churned
14001,46,3,2043.0800000000002,Loyal Customers,
14002,134,2,529.73,At Risk,Churned
14004,43,7,4582.64,Loyal Customers,
14005,10,5,2874.72,Champions,Frequent Buyers
14006,116,3,962.19,At Risk,
14009,198,2,695.61,At Risk,Churned
14012,278,1,328.8,Lost,Churned
14013,110,3,473.02,Others,Churned
14014,77,1,505.18,Cant Lose Them,Churned
14015,53,1,917.34,Others,Churned
14016,162,4,4341.21,At Risk,
14019,47,3,1421.61,Loyal Customers,
14020,17,2,642.8,Loyal Customers,Regular
14021,155,3,631.9,At Risk,
14022,225,1,440.0,Lost,Churned
14023,7,2,584.07,Loyal Customers,Regular
14024,122,2,327.7,Others,Churned
14027,61,1,104.82,Others,Churned
14029,63,2,467.66,Potential Loyalists,Churned
14030,18,8,2360.09,Champions,Frequent Buyers
14031,7,19,17286.86,Champions,Frequent Buyers
14032,2,11,2975.59,Champions,Frequent Buyers
14034,22,3,651.8199999999999,Loyal Customers,Regular
14035,29,5,1428.02,Champions,
14036,285,1,626.65,Cant Lose Them,Churned
14037,176,2,147.20000000000002,Others,Churned
14038,78,3,1560.38,At Risk,
14039,33,1,152.2,New Customers,Regular
14040,41,12,3614.92,Loyal Customers,Frequent Buyers
14041,266,1,141.41,Lost,Churned
14044,27,4,652.82,Loyal Customers,
14045,109,4,1659.75,At Risk,
14046,284,1,154.99,Lost,Churned
14047,9,5,1308.6100000000001,Champions,
14048,305,1,409.93,Lost,Churned
14049,17,4,5681.72,Champions,
14050,32,2,746.36,Loyal Customers,Regular
14051,1,23,15610.390000000001,Champions,Frequent Buyers
14052,20,1,225.36,New Customers,Regular
14053,124,2,260.25,Others,Churned
14054,65,1,92.46,Others,Churned
14055,106,1,725.6400000000001,Cant Lose Them,Churned
14056,1,23,8214.65,Champions,Frequent Buyers
14057,24,17,6217.96,Champions,Frequent Buyers
14059,267,1,183.6,Lost,Churned
14060,5,19,6140.42,Champions,Frequent Buyers
14062,10,12,10464.85,Champions,Frequent Buyers
14064,29,5,1353.74,Champions,
14066,267,1,152.55,Lost,Churned
14067,64,2,374.7,Potential Loyalists,Churned
14068,320,1,265.85,Lost,Churned
14071,4,8,1438.82,Champions,Frequent Buyers
14073,32,1,151.04,New Customers,Regular
14075,5,3,942.26,Loyal Customers,Regular
14076,129,1,122.47,Lost,Churned
14077,41,5,499.41999999999996,Loyal Customers,
14078,102,6,1049.37,At Risk,
14079,125,1,375.1,Lost,Churned
14080,33,1,45.599999999999994,New Customers,Churned
14081,302,2,934.52,At Risk,Churned
14082,365,1,182.25,Lost,Churned
14083,4,9,1018.43,Champions,Frequent Buyers
14085,2,18,4448.54,Champions,Frequent Buyers
14087,3,1,194.42,New Customers,Regular
14088,10,13,50491.81,Champions,Frequent Buyers
14089,57,1,161.0,Others,Churned
14090,325,1,76.32000000000001,Lost,Churned
14092,8,14,4076.91,Champions,Frequent Buyers
14093,12,1,442.85,New Customers,Regular
14096,4,17,65164.79,Champions,Frequent Buyers
14098,37,1,147.35,Others,Churned
14099,16,11,3104.17,Champions,Frequent Buyers
14100,138,1,194.9,Lost,Churned
14101,74,6,5976.79,At Risk,
14102,5,5,1360.28,Champions,Frequent Buyers
14104,155,2,216.20999999999998,Others,Churned
14105,239,1,1266.23,Cant Lose Them,Churned
14107,52,7,2703.23,Loyal Customers,
14108,31,2,597.91,Loyal Customers,Regular
14109,73,1,144.2,Lost,Churned
14110,4,12,5683.15,Champions,Frequent Buyers
14111,14,4,692.85,Loyal Customers,Regular
14112,23,7,2915.15,Champions,Frequent Buyers
14113,4,4,1840.42,Champions,Frequent Buyers
14114,274,2,386.53,Others,Churned
14116,20,5,1382.74,Champions,
14117,144,1,90.0,Lost,Churned
14121,4,4,2780.15,Champions,Frequent Buyers
14124,84,1,419.58000000000004,Lost,Churned
14125,11,3,2740.43,Loyal Customers,
14126,8,3,706.1300000000001,Loyal Customers,Regular
14127,123,3,709.71,At Risk,
14128,61,2,637.5,Loyal Customers,
14129,2,5,1123.8600000000001,Champions,Frequent Buyers
